,rsi_contract_cost_corr,roc_contract_cost_corr,rsi_underlying_value_corr,roc_underlying_value_corr,winloss,position_id
68,,,0.3314830044650132,0.3703868485740111,L,DIS-CDBFC1D-2024-03-19T15-06
69,0.30669555800337145,0.4482947787449527,0.30936343398995514,0.48436297609238244,W,C-CDBFC1D-2024-03-18T18-06
70,,,0.8464582060221727,0.9304294317909502,L,SBUX-CDBFC1D-2024-03-18T17-07
71,0.14297143995303038,0.19633173356567146,0.5408713124616769,0.6448041624044261,W,INTC-CDBFC1D-2024-03-19T15-06
72,0.8670479354387848,0.8207157843207691,0.26522154595672803,0.4243111423481927,W,C-CDBFC1D-2024-03-18T15-05
73,-0.12650279916019028,0.08110902609586298,-0.3205219244594417,-0.1864246791134992,W,UBER-CDBFC1D-2024-03-19T14-06
74,0.30669555800337145,0.4482947787449527,0.30936343398995514,0.48436297609238244,W,C-CDBFC1D-2024-03-18T15-05
75,0.8522696298665039,0.8600661563123448,0.7910932861818996,0.8041388999888632,W,SNOW-CDBFC1D-2024-03-19T15-06
76,,,0.4750903198283803,0.5662033388962125,L,PLTR-CDBFC1D-2024-03-19T17-06
77,,,0.6945551871111033,0.6611102275554607,L,PYPL-CDBFC1D-2024-03-18T17-07
78,,,0.3022442005017545,0.019300930364972872,L,CVX-CDBFC1D-2024-03-19T16-06
79,,,0.8131232083130152,0.7702878830577203,L,ABNB-CDBFC1D-2024-03-18T18-06
80,,,0.20159659738487598,0.19471466319494324,W,DIS-CDBFC1D-2024-03-19T16-06
81,0.7566807828274531,0.9019747052517298,0.8160714138070463,0.7565924725780707,W,ABNB-CDBFC1D-2024-03-18T16-06
82,,,0.6250260418719329,0.661353371095659,L,ABNB-CDBFC1D-2024-03-18T19-06
83,0.8670479354387848,0.8207157843207691,0.26522154595672803,0.4243111423481927,W,C-CDBFC1D-2024-03-18T19-06
84,0.5693782339715305,0.5677803966934155,0.11115469354751857,0.10743487266824515,W,DIS-CDBFC1D-2024-03-19T14-06
85,-0.051837972781747635,0.20491611446470603,-0.16207838129313584,0.06121061265514909,L,UBER-CDBFC1D-2024-03-18T14-06
86,,,0.5532624593482849,0.6719547294113888,L,IWM-CDBFC1D-2024-03-18T14-06
87,0.21332054011438464,0.3862171195035425,-0.3205219244594417,-0.1864246791134992,W,UBER-CDBFC1D-2024-03-19T14-06
88,,,-0.2479426799108812,-0.39437343932813385,L,CVX-CDBFC1D-2024-03-19T16-06
89,,,0.2922722968097057,0.5189550968543232,L,BAC-CDBFC1D-2024-03-19T18-06
90,0.21332054011438464,0.3862171195035425,-0.3205219244594417,-0.1864246791134992,W,UBER-CDBFC1D-2024-03-19T17-06
91,0.2954581035381389,0.5417112837072947,-0.16207838129313584,0.06121061265514909,W,UBER-CDBFC1D-2024-03-18T16-06
92,,,0.8665929076253591,0.8006427367119943,L,ABNB-CDBFC1D-2024-03-18T19-06
93,,,0.9186260570225682,0.8716966868276065,L,TSLA-CDBFC1D-2024-03-19T16-06
94,0.2488036114447901,0.0653499545468262,0.15857303109588752,0.21600359654713952,L,C-CDBFC1D-2024-03-19T16-06
95,0.6208359541144104,0.7437015867629257,0.16040573511342165,0.3627673668551407,L,IWM-CDBFC1D-2024-03-19T18-06
96,,,0.6945551871111033,0.6611102275554607,L,PYPL-CDBFC1D-2024-03-18T19-06
97,,,-0.3990067666821339,-0.5636102435677194,L,CVX-CDBFC1D-2024-03-19T14-06
98,,,0.315342211399974,0.4657388815340938,L,AAPL-CDBFC1D-2024-03-21T17-05
99,,,-0.11411593326338156,-0.03897113911884035,L,SNOW-CDBFC1D-2024-03-21T19-05
100,,,,,L,SBUX-CDBFC1D-2024-03-21T16-05
101,,,-0.3211461808788562,-0.34973375002900353,L,NFLX-CDBFC1D-2024-03-21T18-05
102,,,0.4784312118537501,0.5192468346543525,W,ABNB-CDBFC1D-2024-03-20T14-05
103,,,0.315342211399974,0.4657388815340938,L,AAPL-CDBFC1D-2024-03-21T15-05
104,,,,,L,TGT-CDBFC1D-2024-03-21T15-05
105,,,0.04555715176342168,-0.1262597141502801,L,CVX-CDBFC1D-2024-03-20T18-05
106,,,0.8893166408982047,0.75541356323758,W,C-CDBFC1D-2024-03-20T14-05
107,,,0.8568233748982513,0.871928835403341,L,IWM-CDBFC1D-2024-03-21T16-05
108,,,,,W,CVX-CDBFC1D-2024-03-20T19-05
109,,,0.935039867574721,0.9299954243122007,L,PYPL-CDBFC1D-2024-03-21T16-05
110,,,-0.7404584355098544,-0.7040661727236123,L,XOM-CDBFC1D-2024-03-21T16-05
111,,,0.315342211399974,0.4657388815340938,L,AAPL-CDBFC1D-2024-03-21T17-05
112,,,0.315342211399974,0.4657388815340938,L,AAPL-CDBFC1D-2024-03-21T14-05
113,,,0.8501147570667331,0.8678667121087008,L,SQ-CDBFC1D-2024-03-21T18-05
114,,,0.8759750702719264,0.8880532246930183,L,DIS-CDBFC1D-2024-03-21T19-05
115,0.8942564736903539,0.8726461512214607,0.9428742555618744,0.925704719163263,W,IWM-CDBFC1D-2024-03-20T14-05
116,,,0.5408713124616769,0.6448041624044261,W,INTC-CDBFC1D-2024-03-19T15-06
117,,,0.8631915502391017,0.8320514681947266,W,SNOW-CDBFC1D-2024-03-20T14-05
118,,,-0.3211461808788562,-0.34973375002900353,L,NFLX-CDBFC1D-2024-03-21T17-05
119,,,0.9494613859877568,0.9764503532482223,W,SBUX-CDBFC1D-2024-03-20T14-05
120,,,,,L,TGT-CDBFC1D-2024-03-21T16-05
121,,,0.8631915502391017,0.8320514681947266,W,SNOW-CDBFC1D-2024-03-20T16-11
122,,,0.3520275774255522,0.32185455305469857,L,XOM-CDBFC1D-2024-03-20T19-05
123,0.9385693595875978,0.939080618968254,0.8605290937163874,0.8400266101498485,L,BAC-CDBFC1D-2024-03-20T16-11
124,,,-0.31151419347659526,-0.29559480897436374,L,SNOW-CDBFC1D-2024-03-21T18-05
125,,,0.8759750702719264,0.8880532246930183,L,DIS-CDBFC1D-2024-03-21T17-05
126,,,0.25270702128396544,0.21991300750382253,L,XOM-CDBFC1D-2024-03-20T19-05
127,,,0.5347141609606604,0.6134015683870269,W,AMZN-CDBFC1D-2024-03-20T19-05
128,,,0.9568055352551621,0.9808696441909366,W,SBUX-CDBFC1D-2024-03-20T16-11
129,,,0.8724381970232212,0.8361942757107004,L,SNOW-CDBFC1D-2024-03-20T18-05
130,,,-1.0,-0.9999999999999998,W,CVX-CDBFC1D-2024-03-21T18-05
131,,,,,L,TGT-CDBFC1D-2024-03-21T14-05
132,,,0.315342211399974,0.4657388815340938,L,AAPL-CDBFC1D-2024-03-21T15-05
133,,,0.05475563805362682,0.09248315760003864,L,INTC-CDBFC1D-2024-03-21T15-05
134,0.9385693595875978,0.939080618968254,0.8605290937163874,0.8400266101498485,W,BAC-CDBFC1D-2024-03-20T14-05
135,,,0.8609575534055359,0.8010316041904206,L,BAC-CDBFC1D-2024-03-20T18-05
136,,,0.5488672752459003,0.5847335615015725,L,ABNB-CDBFC1D-2024-03-20T14-05
137,,,0.9494613859877568,0.9764503532482223,L,SBUX-CDBFC1D-2024-03-20T19-05
138,0.3226010562530527,0.47606764639132165,0.6295326667766515,0.8381366768448736,W,UBER-CDBFC1D-2024-03-20T19-05
139,0.8741547525931688,0.9560264474345618,0.6651144388404913,0.6653874019894568,L,ABNB-CDBFC1D-2024-03-19T15-06
140,,,-0.7404584355098544,-0.7040661727236123,L,XOM-CDBFC1D-2024-03-21T19-05
141,,,-0.9224849468217268,-0.9257786360761984,L,XOM-CDBFC1D-2024-03-21T17-05
142,,,-0.9908504929438703,-0.980919449936879,W,BAC-CDBFC1D-2024-03-20T19-05
143,,,0.4784312118537501,0.5192468346543525,L,ABNB-CDBFC1D-2024-03-20T18-05
144,,,0.25270702128396544,0.21991300750382253,L,XOM-CDBFC1D-2024-03-20T18-05
145,,,0.4784312118537501,0.5192468346543525,L,ABNB-CDBFC1D-2024-03-20T19-05
146,,,-0.3211461808788562,-0.34973375002900353,L,NFLX-CDBFC1D-2024-03-21T16-05
147,,,0.48543462791799746,0.5817946997128292,L,CVX-CDBFC1D-2024-03-20T18-05
148,,,-0.9224849468217268,-0.9257786360761984,L,XOM-CDBFC1D-2024-03-21T18-05
149,0.9061734796099986,0.7698817229065142,0.5741396005923951,0.3293584538201563,W,C-CDBFC1D-2024-03-20T14-05
150,,,,,L,IWM-CDBFC1D-2024-03-21T16-05
151,,,0.4784312118537501,0.5192468346543525,L,ABNB-CDBFC1D-2024-03-20T16-11
152,,,0.6864124080430284,0.6729560124366472,L,SQ-CDBFC1D-2024-03-21T19-05
153,,,-0.3211461808788562,-0.34973375002900353,L,NFLX-CDBFC1D-2024-03-21T18-05
154,,,0.41783287099098737,0.5022545831414358,L,NFLX-CDBFC1D-2024-03-20T18-05
155,,,-0.3211461808788562,-0.34973375002900353,L,NFLX-CDBFC1D-2024-03-21T17-05
156,,,-0.8788554069442417,-0.91727112372614,L,PLTR-CDBFC1D-2024-03-21T17-05
157,0.637372084152011,0.8100084906360309,0.6295326667766515,0.8381366768448736,W,UBER-CDBFC1D-2024-03-20T14-05
158,,,0.9494613859877568,0.9764503532482223,L,SBUX-CDBFC1D-2024-03-20T16-11
159,,,0.3520275774255522,0.32185455305469857,L,XOM-CDBFC1D-2024-03-20T18-05
160,,,0.48543462791799746,0.5817946997128292,L,CVX-CDBFC1D-2024-03-20T16-11
161,,,-0.8633602641768261,-0.864070997225764,L,CVX-CDBFC1D-2024-03-21T18-05
162,,,-0.11411593326338156,-0.03897113911884035,L,SNOW-CDBFC1D-2024-03-21T19-05
163,,,0.5098145908694355,0.5280543122006088,L,DIS-CDBFC1D-2024-03-21T17-05
164,,,0.9915086630336668,0.9889679656742327,L,SBUX-CDBFC1D-2024-03-20T18-05
165,,,0.5347141609606604,0.6134015683870269,W,AMZN-CDBFC1D-2024-03-20T19-05
166,,,0.6404502652710188,0.7806465483477281,L,AAPL-CDBFC1D-2024-03-20T14-05
167,,,-0.8743998008185414,-0.9302865177940393,L,CVX-CDBFC1D-2024-03-21T15-05
168,,,-0.11411593326338156,-0.03897113911884035,L,SNOW-CDBFC1D-2024-03-21T18-05
169,,,-0.8788554069442417,-0.91727112372614,L,PLTR-CDBFC1D-2024-03-21T17-05
170,,,,,L,TGT-CDBFC1D-2024-03-21T16-05
171,0.7515007273784599,0.8374660971840819,0.4166953858712664,0.6380032334856325,W,AXP-CDBFC1D-2024-03-19T14-06
172,,,0.6404502652710188,0.7806465483477281,L,AAPL-CDBFC1D-2024-03-20T14-05
173,,,0.6637108046845112,0.8673192568833848,W,UBER-CDBFC1D-2024-03-20T14-05
174,,,0.04555715176342168,-0.1262597141502801,L,CVX-CDBFC1D-2024-03-20T16-11
175,,,0.9568055352551621,0.9808696441909366,W,SBUX-CDBFC1D-2024-03-20T14-05
176,,,-0.3211461808788562,-0.34973375002900353,L,NFLX-CDBFC1D-2024-03-21T16-05
177,,,0.6637108046845112,0.8673192568833848,L,UBER-CDBFC1D-2024-03-20T19-05
178,0.5693782339715305,0.5677803966934155,0.11115469354751857,0.10743487266824515,W,DIS-CDBFC1D-2024-03-19T15-06
179,,,,,L,DIS-CDBFC1D-2024-03-21T19-05
180,,,-0.9224849468217268,-0.9257786360761984,L,XOM-CDBFC1D-2024-03-21T19-05
181,,,0.9568055352551621,0.9808696441909366,L,SBUX-CDBFC1D-2024-03-20T18-05
182,,,0.7031592483699997,0.6166235282232895,L,SBUX-CDBFC1D-2024-03-21T16-05
183,0.9385693595875978,0.939080618968254,0.8605290937163874,0.8400266101498485,W,BAC-CDBFC1D-2024-03-20T19-05
184,,,0.8759750702719264,0.8880532246930183,L,DIS-CDBFC1D-2024-03-21T18-05
185,0.449313591198616,0.35069467563987033,0.8605290937163874,0.8400266101498485,W,BAC-CDBFC1D-2024-03-20T14-05
186,,,0.05475563805362682,0.09248315760003864,L,INTC-CDBFC1D-2024-03-21T15-05
187,,,,,L,JPM-CDBFC1D-2024-03-21T16-05
188,,,0.44376101064702317,0.48202919867232946,L,NFLX-CDBFC1D-2024-03-20T18-05
189,0.8887822269668035,0.930966441697452,0.2776079396470882,0.5290190801040753,W,AXP-CDBFC1D-2024-03-19T14-06
190,,,-0.21616079505432428,-0.4147095825493934,L,CVX-CDBFC1D-2024-03-20T19-05
191,,,0.9915086630336668,0.9889679656742327,L,SBUX-CDBFC1D-2024-03-20T19-05
192,,,0.31952533904833225,0.26978188172328166,L,MSFT-CDBFC1D-2024-03-20T19-05
193,0.7067620860537553,0.694790939916826,0.8605290937163874,0.8400266101498485,L,BAC-CDBFC1D-2024-03-20T16-11
194,,,0.9438114777855736,0.9229103266037563,L,IWM-CDBFC1D-2024-03-20T19-05
195,0.9385693595875978,0.939080618968254,0.8605290937163874,0.8400266101498485,L,BAC-CDBFC1D-2024-03-20T18-05
196,0.40865154561279976,0.3663744788201476,0.7142476684967147,0.6682069954647717,L,INTC-CDBFC1D-2024-03-25T15-45
197,,,-0.6474902385845989,-0.8213313231197258,L,UBER-CDBFC1D-2024-03-25T15-45
198,,,-0.7404584355098544,-0.7040661727236123,L,XOM-CDBFC1D-2024-03-21T18-05
199,,,0.9564964354573341,0.9616760561553366,L,CVX-CDBFC1D-2024-03-25T18-08
200,0.8707623667855361,0.7011373118326866,0.8814829632506929,0.6780289593069758,L,GM-CDBFC1D-2024-03-25T18-08
201,,,,,L,TGT-CDBFC1D-2024-03-21T19-05
202,,,0.7039090052656295,0.8408729992444989,L,CSCO-CDBFC1D-2024-03-25T18-08
203,-0.3073182150122625,-0.27147166684285384,0.6388168999249609,0.7151928914539547,L,AMD-CDBFC1D-2024-03-25T19-07
204,0.8745620372460435,0.8631208275863271,0.8766863586572589,0.8034260232636068,W,IWM-CDBFC1D-2024-03-25T17-06
205,,,,,W,CVX-CDBFC1D-2024-03-21T15-05
206,0.6582878709051546,0.6386226670917893,0.7142476684967147,0.6682069954647717,L,INTC-CDBFC1D-2024-03-25T17-06
207,,,0.9564964354573341,0.9616760561553366,L,CVX-CDBFC1D-2024-03-25T15-45
208,,,-0.5132907862622951,-0.6831953707495305,L,UBER-CDBFC1D-2024-03-25T18-08
209,,,0.7818914260314309,0.7630587854125953,L,NKE-CDBFC1D-2024-03-25T18-08
210,,,0.9564964354573341,0.9616760561553366,L,CVX-CDBFC1D-2024-03-25T19-07
211,,,0.8613602124759736,0.8107118954724826,L,BA-CDBFC1D-2024-03-25T18-08
212,0.04877312435636362,0.13968948674156584,0.570806238655764,0.6720381977718771,L,JPM-CDBFC1D-2024-03-25T15-45
213,,,0.8613602124759736,0.8107118954724826,L,BA-CDBFC1D-2024-03-25T18-08
214,,,,,W,XOM-CDBFC1D-2024-03-21T16-05
215,0.49296561828777474,0.7287837576024813,0.5227296757324583,0.8996605859046009,W,SNOW-CDBFC1D-2024-03-25T15-45
216,0.8463617936420298,0.621434965062485,0.8814829632506929,0.6780289593069758,L,GM-CDBFC1D-2024-03-25T19-07
217,,,0.7001557925419567,0.6243390589389827,L,QCOM-CDBFC1D-2024-03-25T19-07
218,-0.3073182150122625,-0.27147166684285384,0.6388168999249609,0.7151928914539547,L,AMD-CDBFC1D-2024-03-25T18-08
219,,,,,W,XOM-CDBFC1D-2024-03-21T15-05
220,,,0.7689530879857107,0.7492923871120772,L,NKE-CDBFC1D-2024-03-25T18-08
221,,,-0.6474902385845989,-0.8213313231197258,L,UBER-CDBFC1D-2024-03-25T18-08
222,,,0.9818116917719973,0.9826780962333365,L,CVX-CDBFC1D-2024-03-25T19-07
223,0.8745620372460435,0.8631208275863271,0.8766863586572589,0.8034260232636068,L,IWM-CDBFC1D-2024-03-25T15-45
224,,,,,L,DIS-CDBFC1D-2024-03-21T18-05
225,,,,,L,TGT-CDBFC1D-2024-03-21T17-05
226,0.2595209381454829,0.8664631744191672,0.15611362664174674,0.8229099490906343,L,DIS-CDBFC1D-2024-03-25T18-08
227,,,0.7549832564092662,0.7505489640743794,L,NKE-CDBFC1D-2024-03-25T15-45
228,,,0.7818914260314309,0.7630587854125953,L,NKE-CDBFC1D-2024-03-25T17-06
229,0.4427074692973788,0.9173157779774402,0.15611362664174674,0.8229099490906343,L,DIS-CDBFC1D-2024-03-25T19-07
230,,,0.8214768016365908,0.8370075886412767,L,AMZN-CDBFC1D-2024-03-25T15-45
231,,,0.6120630606283912,0.40886458360619016,L,QCOM-CDBFC1D-2024-03-25T18-08
232,,,0.5227296757324583,0.8996605859046009,L,SNOW-CDBFC1D-2024-03-25T18-08
233,-0.28645515837622104,-0.49550864995299876,0.5227296757324583,0.8996605859046009,L,SNOW-CDBFC1D-2024-03-25T16-06
234,,,-0.5132907862622951,-0.6831953707495305,L,UBER-CDBFC1D-2024-03-25T15-45
235,,,,,L,TGT-CDBFC1D-2024-03-21T15-05
236,,,,,L,CSCO-CDBFC1D-2024-03-25T17-06
237,0.7651025167921208,0.5656982303534595,0.8814829632506929,0.6780289593069758,L,GM-CDBFC1D-2024-03-25T15-45
238,,,0.9409981897002575,0.9305867589715998,L,PYPL-CDBFC1D-2024-03-21T16-05
239,0.5810512555538933,0.3277250561177247,0.8814829632506929,0.6780289593069758,L,GM-CDBFC1D-2024-03-25T19-07
240,,,0.5227296757324583,0.8996605859046009,L,SNOW-CDBFC1D-2024-03-25T16-06
241,0.8745620372460435,0.8631208275863271,0.8766863586572589,0.8034260232636068,W,IWM-CDBFC1D-2024-03-25T18-08
242,0.6791463091129465,0.6894383300107301,0.7142476684967147,0.6682069954647717,L,INTC-CDBFC1D-2024-03-25T18-08
243,-0.28645515837622104,-0.49550864995299876,0.5227296757324583,0.8996605859046009,L,SNOW-CDBFC1D-2024-03-25T17-06
244,,,0.7039090052656295,0.8408729992444989,L,CSCO-CDBFC1D-2024-03-25T19-07
245,,,0.9238366118797534,0.9504980124478932,L,AXP-CDBFC1D-2024-03-25T18-08
246,0.8988601450613111,0.7595595683853212,0.8651480167139551,0.9545299766759594,L,PLTR-CDBFC1D-2024-03-25T19-07
247,,,0.9238366118797534,0.9504980124478932,L,AXP-CDBFC1D-2024-03-25T15-45
248,,,0.9818116917719973,0.9826780962333365,L,CVX-CDBFC1D-2024-03-25T15-45
249,,,,,L,TGT-CDBFC1D-2024-03-21T19-05
250,,,-0.5132907862622951,-0.6831953707495305,L,UBER-CDBFC1D-2024-03-25T19-07
251,0.2595209381454829,0.8664631744191672,0.15611362664174674,0.8229099490906343,L,DIS-CDBFC1D-2024-03-25T17-06
252,0.6791463091129465,0.6894383300107301,0.7142476684967147,0.6682069954647717,L,INTC-CDBFC1D-2024-03-25T15-45
253,0.8060629172166027,0.774595161679378,0.8766863586572589,0.8034260232636068,L,IWM-CDBFC1D-2024-03-25T15-45
254,,,0.8214768016365908,0.8370075886412767,L,AMZN-CDBFC1D-2024-03-25T18-08
255,,,0.7097789173463472,0.7465755299510207,L,V-CDBFC1D-2024-03-25T18-08
256,,,0.6120630606283912,0.40886458360619016,L,QCOM-CDBFC1D-2024-03-25T19-07
257,,,,,L,SQ-CDBFC1D-2024-03-21T18-05
258,,,,,L,CSCO-CDBFC1D-2024-03-25T18-08
259,,,,,L,JPM-CDBFC1D-2024-03-21T16-05
260,0.8988601450613111,0.7595595683853212,0.8651480167139551,0.9545299766759594,W,PLTR-CDBFC1D-2024-03-25T19-07
261,,,0.9359854818279567,0.9679564143921612,L,AXP-CDBFC1D-2024-03-25T18-08
262,,,0.7979183659567911,0.5120856384734562,L,BAC-CDBFC1D-2024-03-25T18-08
263,,,-0.7404584355098544,-0.7040661727236123,L,XOM-CDBFC1D-2024-03-21T17-05
264,,,0.5774801312991399,0.6527532923820198,L,JPM-CDBFC1D-2024-03-25T15-45
265,,,0.7155092241639534,0.7522804482466651,L,V-CDBFC1D-2024-03-25T18-08
266,-0.2615655454571249,-0.2635593153408464,0.8214768016365908,0.8370075886412767,L,AMZN-CDBFC1D-2024-03-25T15-45
267,,,-0.6474902385845989,-0.8213313231197258,L,UBER-CDBFC1D-2024-03-25T19-07
